review,aspect,label
It was difficult to get around the station with a wheelchair. There were no ramps or lifts. It was a very frustrating experience.,Maintenance,6
"The toilets on the train were out of order, so I had to hold it for the entire journey.",Maintenance,6
"I felt unsafe walking around the station at night. There were no security guards in sight, and it felt like a lawless zone.",Safety,10
The train platforms were littered with trash and debris. It was a very unpleasant experience.,Cleanliness,2
"The station was dimly lit, which made it feel unsafe. I would have felt much safer if it was brighter.",Safety,10
There was no clear communication about delays or cancellations. I had to wait for hours at the station with no information.,Data availability,1
"The station was crowded and noisy, and there was a general feeling of chaos. It was not a pleasant experience.",Satisfactions,8
There was no WiFi available at the station. I couldn't work or check my emails.,Data availability,1
The ticket inspectors were rude and aggressive. They were not helpful or understanding.,Satisfactions,8
The toilets were dirty and smelly. It was a very unpleasant experience.,Cleanliness,2
"I had a problem with my ticket, but there was no one to help me. I had to figure it out on my own.",Satisfactions,8
There was no information available in English. I couldn't understand the signs or the announcements.,Data availability,1
The station looked old and run-down. It was clear that it hadn't been maintained properly.,Maintenance,6
The waiting area was crowded and there was no seating available. I had to stand for hours.,Maintenance,6
It was difficult to find my way around the station. There were no clear signs or directions.,Data availability,1
There were not enough staff members available to help passengers. I had to wait for a long time for assistance.,Satisfactions,8
I felt unsafe walking around the station. There were no security cameras or guards.,Safety,10
The bathrooms were dirty and smelly. It was a very unpleasant experience.,Cleanliness,2
"I had a large suitcase, but there was no one to help me carry it. I had to struggle on my own.",Satisfactions,8
"The platform was poorly lit, which made it difficult to see where I was going. It felt unsafe.",Safety,10
There was no information on the train about the destination or the stops. I had to guess where I was going.,Data availability,1
"The station was dirty and run-down, and the staff were unhelpful. I was very disappointed.",Satisfactions,8
There was no clear communication about delays or cancellations. I had to wait for hours at the station with no information.,Data availability,1
The station was not accessible for people with disabilities. There were no ramps or lifts. It was a very frustrating experience.,Maintenance,6
The waiting area was dirty and dusty. It was clear that they hadn't been cleaned in a long time.,Cleanliness,2
"The escalators were all out of order, so I had to walk up and down the stairs. It was a very tiring experience.",Maintenance,6
The seats on the train were hard and uncomfortable. It was a painful journey.,Maintenance,6
The station looked old and run-down. It was clear that it hadn't been maintained properly.,Maintenance,6
"I had a problem with my ticket, but there was no one to help me. I had to figure it out on my own.",Satisfactions,8
The train carriages were filthy and the seats were ripped and stained. It was a terrible experience.,Cleanliness,2
"There were no information boards showing the train times, so I had to guess when the next train would arrive.",Data availability,1
The staff at the station were unfriendly and unhelpful. They didn't even greet me when I walked through the gate.,Satisfactions,8
It was difficult to get around the station with a wheelchair. There were no ramps or lifts. It was a very frustrating experience.,Maintenance,6
The announcements were only in Thai. I couldn't understand what they were saying.,Data availability,1
"I felt unsafe walking around the station at night. There were no security guards in sight, and it felt like a lawless zone.",Safety,10
The bathrooms were dirty and smelly. It was a very unpleasant experience.,Cleanliness,2
"The train was unbearably hot, and there was no air conditioning. It was a very uncomfortable journey.",Maintenance,6
The train announcements were unclear and difficult to understand. I missed my stop because I couldn't understand what they were saying.,Data availability,1
There was no WiFi available at the station. I couldn't work or check my emails.,Data availability,1
The ticket inspectors were rude and aggressive. They were not helpful or understanding.,Satisfactions,8
There was no information available in English. I couldn't understand the signs or the announcements.,Data availability,1
"I had a large suitcase, but there was no one to help me carry it. I had to struggle on my own.",Satisfactions,8
The train platforms were littered with trash and debris. It was a very unpleasant experience.,Cleanliness,2
The waiting area was crowded and there was no seating available. I had to stand for hours.,Maintenance,6
It was difficult to find my way around the station. There were no clear signs or directions.,Data availability,1
There were not enough staff members available to help passengers. I had to wait for a long time for assistance.,Satisfactions,8
I felt unsafe walking around the station. There were no security cameras or guards.,Safety,10
The bathrooms were dirty and smelly. It was a very unpleasant experience.,Cleanliness,2
"The escalators were all out of order, so I had to walk up and down the stairs. It was a very tiring experience.",Maintenance,6
The seats on the train were hard and uncomfortable. It was a painful journey.,Maintenance,6
There was no information on the train about the destination or the stops. I had to guess where I was going.,Data availability,1
It was difficult to find my way around the station. There were no clear signs or directions.,Data availability,1
"I had a large suitcase, but there was no one to help me carry it. I had to struggle on my own.",Satisfactions,8
The waiting area was dirty and dusty. It was clear that they hadn't been cleaned in a long time.,Cleanliness,2
"I felt unsafe walking around the station at night. There were no security guards in sight, and it felt like a lawless zone.",Safety,10
The train carriages were filthy and the seats were ripped and stained. It was a terrible experience.,Cleanliness,2
"I felt unsafe walking through the station at night. There were groups of people loitering around, and it didn't feel very secure.",Safety,10
"The station was filthy. Trash was everywhere, and the toilets were absolutely disgusting. I wouldn't recommend this station to anyone.",Cleanliness,2
"I had a problem with my ticket, and the staff at the station were rude and unhelpful. They didn't seem to care about my problem. I was very disappointed.",Satisfactions,8
"The station was so noisy and crowded, it was almost impossible to relax. It was a very unpleasant experience.",Cleanliness,2
"The station was very noisy and unpleasant. There were people shouting and arguing, and the noise was overwhelming. I had to leave to find a quieter place to wait.",Satisfactions,8
The station was dirty and looked like it hadn't been cleaned in a while. The toilets were also disgusting. I felt sorry for the staff who had to work in such an environment.,Maintenance,6
I couldn't get my ticket from the machine. It kept giving me an error message. I had to wait in a long line to speak to a staff member. It was a waste of time.,User-friendly payment system,9
"I couldn't find any information about the train schedule or platform numbers. There were no announcements, and the staff were unhelpful. It was very frustrating.",Data availability,1
"The station was so crowded, there was no place to sit. I had to stand for a long time, which was very uncomfortable. I wouldn't recommend this station to anyone.",Satisfactions,8
There was very little communication about the train schedule or any delays. I had to ask multiple times for information. It was very frustrating.,Data availability,1
"I felt unsafe walking to the station from the bus stop. There were groups of people hanging around, and it didn't feel safe at all.",Safety,10
"The station was dirty and unorganized. There was trash everywhere, and the platforms were in disrepair. I wouldn't recommend this station to anyone.",Maintenance,6
"The station was noisy and inconvenient. There were people shouting and arguing, and it was hard to find my way around. I wouldn't recommend this station to anyone.",Satisfactions,8
"The escalators were broken, and I had to carry my luggage up the stairs. It was very tiring, especially after a long journey.",Maintenance,6
"The station was very disorganized and confusing. I couldn't find my platform, and the staff were unhelpful. It was a very stressful experience.",Satisfactions,8
"The station had a very unpleasant atmosphere. There were people begging for money, and it didn't feel safe. I wouldn't recommend this station to anyone.",Safety,10
"I was travelling with a disabled person, and there was no assistance available at the station. We had to struggle to get our luggage onto the train. It was a very difficult experience.",Satisfactions,8
"The station was very noisy and uncomfortable. There were people shouting and arguing, and the seats were dirty and uncomfortable. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station was dirty and smelly. There was trash everywhere, and the toilets were disgusting. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station didn't have any amenities, like a coffee shop or a bathroom. It was very basic and uncomfortable. I wouldn't recommend this station to anyone.",Satisfactions,8
"The station was so noisy and crowded, it was almost impossible to relax. It was a very unpleasant experience.",Cleanliness,2
The station was dirty and looked like it hadn't been cleaned in a while. The toilets were also disgusting. I felt sorry for the staff who had to work in such an environment.,Maintenance,6
"The station was very noisy and unpleasant. There were people shouting and arguing, and the noise was overwhelming. I had to leave to find a quieter place to wait.",Satisfactions,8
"The escalators were broken, and I had to carry my luggage up the stairs. It was very tiring, especially after a long journey.",Maintenance,6
"The station was very disorganized and confusing. I couldn't find my platform, and the staff were unhelpful. It was a very stressful experience.",Satisfactions,8
"The station had a very unpleasant atmosphere. There were people begging for money, and it didn't feel safe. I wouldn't recommend this station to anyone.",Safety,10
"I was travelling with a disabled person, and there was no assistance available at the station. We had to struggle to get our luggage onto the train. It was a very difficult experience.",Satisfactions,8
"The station was very noisy and uncomfortable. There were people shouting and arguing, and the seats were dirty and uncomfortable. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station was dirty and smelly. There was trash everywhere, and the toilets were disgusting. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station didn't have any amenities, like a coffee shop or a bathroom. It was very basic and uncomfortable. I wouldn't recommend this station to anyone.",Satisfactions,8
"The station was so noisy and crowded, it was almost impossible to relax. It was a very unpleasant experience.",Cleanliness,2
The station was dirty and looked like it hadn't been cleaned in a while. The toilets were also disgusting. I felt sorry for the staff who had to work in such an environment.,Maintenance,6
"The station was very noisy and unpleasant. There were people shouting and arguing, and the noise was overwhelming. I had to leave to find a quieter place to wait.",Satisfactions,8
"The escalators were broken, and I had to carry my luggage up the stairs. It was very tiring, especially after a long journey.",Maintenance,6
"The station was very disorganized and confusing. I couldn't find my platform, and the staff were unhelpful. It was a very stressful experience.",Satisfactions,8
"The station had a very unpleasant atmosphere. There were people begging for money, and it didn't feel safe. I wouldn't recommend this station to anyone.",Safety,10
"I was travelling with a disabled person, and there was no assistance available at the station. We had to struggle to get our luggage onto the train. It was a very difficult experience.",Satisfactions,8
"The station was very noisy and uncomfortable. There were people shouting and arguing, and the seats were dirty and uncomfortable. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station was dirty and smelly. There was trash everywhere, and the toilets were disgusting. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station didn't have any amenities, like a coffee shop or a bathroom. It was very basic and uncomfortable. I wouldn't recommend this station to anyone.",Satisfactions,8
"The station was so noisy and crowded, it was almost impossible to relax. It was a very unpleasant experience.",Cleanliness,2
The station was dirty and looked like it hadn't been cleaned in a while. The toilets were also disgusting. I felt sorry for the staff who had to work in such an environment.,Maintenance,6
"The station was very noisy and unpleasant. There were people shouting and arguing, and the noise was overwhelming. I had to leave to find a quieter place to wait.",Satisfactions,8
"The escalators were broken, and I had to carry my luggage up the stairs. It was very tiring, especially after a long journey.",Maintenance,6
"The station was very disorganized and confusing. I couldn't find my platform, and the staff were unhelpful. It was a very stressful experience.",Satisfactions,8
"The station had a very unpleasant atmosphere. There were people begging for money, and it didn't feel safe. I wouldn't recommend this station to anyone.",Safety,10
"I was travelling with a disabled person, and there was no assistance available at the station. We had to struggle to get our luggage onto the train. It was a very difficult experience.",Satisfactions,8
"The station was very noisy and uncomfortable. There were people shouting and arguing, and the seats were dirty and uncomfortable. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station was dirty and smelly. There was trash everywhere, and the toilets were disgusting. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station didn't have any amenities, like a coffee shop or a bathroom. It was very basic and uncomfortable. I wouldn't recommend this station to anyone.",Satisfactions,8
"The station was so noisy and crowded, it was almost impossible to relax. It was a very unpleasant experience.",Cleanliness,2
The station was dirty and looked like it hadn't been cleaned in a while. The toilets were also disgusting. I felt sorry for the staff who had to work in such an environment.,Maintenance,6
"The station was very noisy and unpleasant. There were people shouting and arguing, and the noise was overwhelming. I had to leave to find a quieter place to wait.",Satisfactions,8
"The escalators were broken, and I had to carry my luggage up the stairs. It was very tiring, especially after a long journey.",Maintenance,6
"The station was very disorganized and confusing. I couldn't find my platform, and the staff were unhelpful. It was a very stressful experience.",Satisfactions,8
"The station had a very unpleasant atmosphere. There were people begging for money, and it didn't feel safe. I wouldn't recommend this station to anyone.",Safety,10
"I was travelling with a disabled person, and there was no assistance available at the station. We had to struggle to get our luggage onto the train. It was a very difficult experience.",Satisfactions,8
"The station was very noisy and uncomfortable. There were people shouting and arguing, and the seats were dirty and uncomfortable. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station was dirty and smelly. There was trash everywhere, and the toilets were disgusting. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station didn't have any amenities, like a coffee shop or a bathroom. It was very basic and uncomfortable. I wouldn't recommend this station to anyone.",Satisfactions,8
"The station was so noisy and crowded, it was almost impossible to relax. It was a very unpleasant experience.",Cleanliness,2
The station was dirty and looked like it hadn't been cleaned in a while. The toilets were also disgusting. I felt sorry for the staff who had to work in such an environment.,Maintenance,6
"The station was very noisy and unpleasant. There were people shouting and arguing, and the noise was overwhelming. I had to leave to find a quieter place to wait.",Satisfactions,8
"The escalators were broken, and I had to carry my luggage up the stairs. It was very tiring, especially after a long journey.",Maintenance,6
"The station was very disorganized and confusing. I couldn't find my platform, and the staff were unhelpful. It was a very stressful experience.",Satisfactions,8
"The station had a very unpleasant atmosphere. There were people begging for money, and it didn't feel safe. I wouldn't recommend this station to anyone.",Safety,10
"I was travelling with a disabled person, and there was no assistance available at the station. We had to struggle to get our luggage onto the train. It was a very difficult experience.",Satisfactions,8
"The station was very noisy and uncomfortable. There were people shouting and arguing, and the seats were dirty and uncomfortable. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station was dirty and smelly. There was trash everywhere, and the toilets were disgusting. I wouldn't recommend this station to anyone.",Cleanliness,2
"The station didn't have any amenities, like a coffee shop or a bathroom. It was very basic and uncomfortable. I wouldn't recommend this station to anyone.",Satisfactions,8
"I was worried about the lack of security at the station. There were a lot of people hanging around, and it didn't feel very safe.",Safety,10
"The station was dirty and smelly. There was trash everywhere, and the toilets were disgusting. It's a shame because the station is otherwise nice.",Cleanliness,2
The prices for food and drinks at the station were outrageous. I could have gotten a much better meal for less money elsewhere.,Price,0
"The staff at the information desk were not very helpful. They couldn't answer my questions properly, and they seemed annoyed to be there.",Satisfactions,8
I lost my ticket and the staff were very rude and unhelpful. They refused to help me get a replacement. I was very disappointed.,Satisfactions,8
The toilets were absolutely disgusting. They were filthy and smelled terrible. I couldn't even use them.,Cleanliness,2
The station is not accessible for people with disabilities. There are no ramps or elevators. It's very difficult to navigate with a wheelchair.,Maintenance,6
The station was packed with people. It was hard to even move around. I felt very uncomfortable and stressed.,Safety,10
There was no information about delays or cancellations. It was hard to find out what was going on. I wish they had better communication with passengers.,Data availability,1
The lines to buy tickets were very long. I had to wait for ages. It would be great if they had more ticket machines or staff.,User-friendly payment system,9
"There were only a few food vendors at the station, and the choices were very limited. I wanted something more substantial.",Satisfactions,8
The seats in the waiting area were very uncomfortable. They were hard and small. It would be better if they had more comfortable seating options.,Maintenance,6
I lost my luggage at the station. I was very upset and worried. I wish they had better security and procedures in place.,Safety,10
"The station was very noisy. There was a lot of construction going on, and it was hard to relax. I wish they would do something about the noise.",Cleanliness,2
There weren't many amenities at the station. There was no place to change money or get a drink of water. It would be nice to have more amenities.,Maintenance,6
It was hard to find my way around the station. The signs were confusing and not well-placed. I wish they would make it easier to navigate.,Data availability,1
The signs at the station were very unclear and hard to read. I couldn't find my platform easily. They need to improve the signage.,Data availability,1
The staff at the ticket counter were very unfriendly and unhelpful. They didn't seem to care about the passengers. It was a terrible experience.,Satisfactions,8
The floors were dirty and sticky. It was clear that they hadn't been cleaned in a while. It's not a good impression of the station.,Cleanliness,2
"It was unbearably hot at the station. There was no air conditioning, and it was very uncomfortable to wait for my train. They need to improve the ventilation.",Maintenance,6
The station was located in a very inconvenient area. It was far from the city center and there were no public transportation options. It was a hassle to get there.,Maintenance,6
I felt unsafe at the station. There were no security guards or cameras. It's a shame that they don't take security more seriously.,Safety,10
The lighting at the station was very dim. It was hard to see where I was going. They need to improve the lighting for safety reasons.,Cleanliness,2
"There was no Wi-Fi available at the station. It would be very helpful to have Wi-Fi, especially for travelers who need to check their emails or use the internet.",Data availability,1
I had to wait for a long time for a taxi at the station. It was very inconvenient and frustrating. They need to improve the taxi service.,User-friendly payment system,9
There was very little information available at the station. I couldn't find any maps or schedules. It would be helpful to have more information for passengers.,Data availability,1
The staff at the station were very rude and unhelpful. They ignored my questions and didn't seem to care about the passengers. It's a shame because the station is otherwise nice.,Satisfactions,8
The station was not very accessible for people with disabilities. It was difficult to get around with a wheelchair. They need to improve accessibility for all passengers.,Maintenance,6
There was a lot of noisy construction going on at the station. It was very disruptive and made it difficult to relax. They need to do something about the noise.,Cleanliness,2
The station had a very unpleasant smell. It was hard to breathe and made the experience unpleasant. They need to improve the ventilation and cleaning.,Cleanliness,2
There was not enough seating at the station. I had to stand for a long time waiting for my train. They need to provide more seating options.,Maintenance,6
The toilets at the station were very dirty and unsanitary. They need to be cleaned more regularly. It's not a good look for the station.,Cleanliness,2
"There were only a few food vendors at the station, and the choices were very limited. I wanted something more substantial and healthier. It would be great if they had more food options.",Satisfactions,8
"The station looked like it hadn't been maintained in a while. There were cracked floors, peeling paint, and broken lights. They need to invest in some upgrades.",Maintenance,6
"There were no water fountains at the station. I had to buy bottled water, which was expensive. It would be great if they had water fountains for passengers.",Maintenance,6
It was difficult to find my platform at the station. The signs were unclear and confusing. They need to improve the signage and make it easier to navigate.,Data availability,1
There were not enough staff members at the station. It was hard to get help with my questions or luggage. They need to hire more staff.,Satisfactions,8
There was very little seating available at the station. I had to stand for a long time waiting for my train. It would be great if they had more seating options.,Maintenance,6
The station was very noisy. There were a lot of announcements and people talking loudly. It was hard to relax and wait for my train. They need to do something about the noise.,Cleanliness,2
The staff at the information desk were not very helpful. They couldn't answer my questions properly and they didn't seem to care about the passengers. It was a disappointing experience.,Satisfactions,8
"The ticket machine was broken, and I couldn't buy a ticket. I had to wait in a long line to buy a ticket from a staff member. It was a very frustrating experience.",User-friendly payment system,9
The station was not very accessible for people with disabilities. It was difficult to get around with a stroller. They need to improve accessibility for all passengers.,Maintenance,6
"The station was very dirty and smelly. There was trash everywhere, and the toilets were disgusting. They need to clean the station more frequently. It's not a good impression of the city.",Cleanliness,2
There was very little communication about delays or cancellations. It was difficult to know what was going on. They need to improve their communication with passengers.,Data availability,1
There weren't many amenities at the station. There was no place to change money or get a drink of water. It would be nice to have more amenities available for passengers.,Maintenance,6
The lines to buy tickets were very long. I had to wait for ages. It would be great if they had more ticket machines or staff to speed up the process.,User-friendly payment system,9
"The waiting area at the station was very uncomfortable. There was not enough seating, and the chairs were hard and small. They need to improve the waiting area and make it more comfortable for passengers.",Maintenance,6
The signs at the station were very unclear and hard to read. I couldn't find my platform easily. They need to improve the signage and make it easier for passengers to navigate.,Data availability,1
The staff at the ticket counter were very unfriendly and unhelpful. They didn't seem to care about the passengers. It was a very disappointing experience.,Satisfactions,8
"There were only a few food vendors at the station, and the choices were very limited. I wanted something more substantial and healthier. It would be great if they had more food options.",Satisfactions,8
"The station was very dirty and unkempt. There was trash everywhere, and the floors were sticky. They need to improve the cleanliness of the station.",Cleanliness,2
I felt unsafe at the station. There were no security guards or cameras. It's a shame that they don't take security more seriously.,Safety,10
The station was not very accessible for people with disabilities. It was difficult to get around with a wheelchair. They need to improve accessibility for all passengers.,Maintenance,6
"There were only a few food vendors at the station, and the choices were very limited. I wanted something more substantial and healthier. It would be great if they had more food options.",Satisfactions,8
The toilets at the station were very dirty and unsanitary. They need to be cleaned more regularly. It's not a good look for the station.,Cleanliness,2
"There were no water fountains at the station. I had to buy bottled water, which was expensive. It would be great if they had water fountains for passengers.",Maintenance,6
The lines to buy tickets were very long. I had to wait for ages. It would be great if they had more ticket machines or staff to speed up the process.,User-friendly payment system,9
The seats in the waiting area were very uncomfortable. They were hard and small. It would be better if they had more comfortable seating options.,Maintenance,6
"There was no Wi-Fi available at the station. It would be very helpful to have Wi-Fi, especially for travelers who need to check their emails or use the internet.",Data availability,1
There was very little communication about delays or cancellations. It was difficult to know what was going on. They need to improve their communication with passengers.,Data availability,1
It was difficult to find my platform at the station. The signs were unclear and confusing. They need to improve the signage and make it easier for passengers to navigate.,Data availability,1
There were not enough staff members at the station. It was hard to get help with my questions or luggage. They need to hire more staff.,Satisfactions,8
There was very little seating available at the station. I had to stand for a long time waiting for my train. It would be great if they had more seating options.,Maintenance,6
The station was very noisy. There were a lot of announcements and people talking loudly. It was hard to relax and wait for my train. They need to do something about the noise.,Cleanliness,2
The staff at the information desk were not very helpful. They couldn't answer my questions properly and they didn't seem to care about the passengers. It was a disappointing experience.,Satisfactions,8
"The ticket machine was broken, and I couldn't buy a ticket. I had to wait in a long line to buy a ticket from a staff member. It was a very frustrating experience.",User-friendly payment system,9
The station was not very accessible for people with disabilities. It was difficult to get around with a stroller. They need to improve accessibility for all passengers.,Maintenance,6
"The station was very dirty and smelly. There was trash everywhere, and the toilets were disgusting. They need to clean the station more frequently. It's not a good impression of the city.",Cleanliness,2
There was very little communication about delays or cancellations. It was difficult to know what was going on. They need to improve their communication with passengers.,Data availability,1
There weren't many amenities at the station. There was no place to change money or get a drink of water. It would be nice to have more amenities available for passengers.,Maintenance,6
The lines to buy tickets were very long. I had to wait for ages. It would be great if they had more ticket machines or staff to speed up the process.,User-friendly payment system,9
"The waiting area at the station was very uncomfortable. There was not enough seating, and the chairs were hard and small. They need to improve the waiting area and make it more comfortable for passengers.",Maintenance,6
The signs at the station were very unclear and hard to read. I couldn't find my platform easily. They need to improve the signage and make it easier for passengers to navigate.,Data availability,1
I was worried about the safety at the station. It felt a bit crowded and there were some shady characters hanging around.,Safety,10
The toilets were absolutely disgusting. They weren't cleaned properly and there was a bad smell.,Cleanliness,2
The prices for train tickets were way too high compared to other stations I've been to. It's not very affordable for travellers.,Price,0
I had a problem with my ticket and the staff were unhelpful and rude. They didn't seem interested in solving the issue.,Handling complaints,7
The train was very crowded and uncomfortable. I was hoping for a more enjoyable experience.,Satisfactions,8
The station itself looked very run down and in need of a good renovation. It felt outdated and neglected.,Maintenance,6
I had a hard time finding the information I needed at the station. The signs were confusing and the staff weren't very helpful.,Data availability,1
The overall experience at the station was very unpleasant. I felt stressed and frustrated the whole time.,Satisfactions,8
There was a near-miss accident at the station. A train almost hit a person who wasn't paying attention.,Accidents,5
I had trouble using the ticket machines at the station. The interface was confusing and it took me a long time to buy my ticket.,User-friendly payment system,9
The floors were dirty and there was litter everywhere. The station could use a good cleaning.,Cleanliness,2
I didn't feel safe at the station. It felt crowded and there were some suspicious people around.,Safety,10
The train was dirty and smelly. It was a very unpleasant experience.,Satisfactions,8
I had a question for the staff but they ignored me. It felt like they didn't care about helping passengers.,Handling complaints,7
The station looked old and neglected. It needed some serious maintenance work.,Maintenance,6
The tickets were way too expensive for the service they provided. I felt like I was overcharged.,Price,0
The overall experience at the station was very disappointing. It wasn't what I expected.,Satisfactions,8
There was a group of people fighting at the station. It was very scary and I felt unsafe.,Safety,10
The station was very dirty. There was trash everywhere and the floors were sticky.,Cleanliness,2
I had a question about my ticket but the staff couldn't help me. They were very unhelpful.,Handling complaints,7
The facilities at the station were outdated and in need of renovation. It felt like they hadn't been updated in years.,Maintenance,6
The prices for food and drinks at the station were ridiculously high. I felt like they were taking advantage of passengers.,Price,0
The whole experience at the station was very unpleasant. I wouldn't recommend it to anyone.,Satisfactions,8
There were some suspicious characters hanging around the station. I didn't feel safe there.,Safety,10
The toilets at the station were disgusting. They were dirty and smelly.,Cleanliness,2
The staff at the station were rude and unhelpful. They didn't seem to care about helping passengers.,Handling complaints,7
The station looked old and in need of renovation. It was clear that maintenance was neglected.,Maintenance,6
The tickets were very expensive for a short journey. It felt like I was being overcharged.,Price,0
The train was uncomfortable and the journey was unpleasant. I was hoping for a better experience.,Satisfactions,8
I didn't feel safe at the station. There were a lot of people hanging around and it felt a bit sketchy.,Safety,10
The station was very dirty. The floors were sticky and there was trash everywhere.,Cleanliness,2
I tried to ask the staff for help but they just ignored me. It was very frustrating.,Handling complaints,7
The station looked very run down and in need of renovation. It felt like maintenance was neglected.,Maintenance,6
The prices for food and drinks at the station were ridiculously high. It felt like they were taking advantage of passengers.,Price,0
The whole experience at the station was very disappointing. It was not what I expected at all.,Satisfactions,8
There was a group of people fighting at the station. It was very scary and I felt unsafe.,Safety,10
The station was very dirty. The floors were sticky and there was trash everywhere.,Cleanliness,2
I tried to ask the staff for help but they were rude and unhelpful. It was very frustrating.,Handling complaints,7
The station looked very run down and in need of renovation. It was clear that maintenance was neglected.,Maintenance,6
The prices for food and drinks at the station were ridiculously high. I felt like they were taking advantage of passengers.,Price,0
The train was uncomfortable and the journey was unpleasant. I was hoping for a better experience.,Satisfactions,8
I didn't feel safe at the station. There were a lot of people hanging around and it felt a bit sketchy.,Safety,10
The station was very dirty. The floors were sticky and there was trash everywhere.,Cleanliness,2
I tried to ask the staff for help but they just ignored me. It was very frustrating.,Handling complaints,7
The station looked very run down and in need of renovation. It was clear that maintenance was neglected.,Maintenance,6
The prices for food and drinks at the station were ridiculously high. I felt like they were taking advantage of passengers.,Price,0
The whole experience at the station was very disappointing. It was not what I expected at all.,Satisfactions,8
There was a group of people fighting at the station. It was very scary and I felt unsafe.,Safety,10
The station was very dirty. The floors were sticky and there was trash everywhere.,Cleanliness,2
I tried to ask the staff for help but they were rude and unhelpful. It was very frustrating.,Handling complaints,7
The station looked very run down and in need of renovation. It was clear that maintenance was neglected.,Maintenance,6
The prices for food and drinks at the station were ridiculously high. I felt like they were taking advantage of passengers.,Price,0
The train was uncomfortable and the journey was unpleasant. I was hoping for a better experience.,Satisfactions,8
I didn't feel safe at the station. There were a lot of people hanging around and it felt a bit sketchy.,Safety,10
The station was very dirty. The floors were sticky and there was trash everywhere.,Cleanliness,2
I tried to ask the staff for help but they just ignored me. It was very frustrating.,Handling complaints,7
The station looked very run down and in need of renovation. It was clear that maintenance was neglected.,Maintenance,6
The prices for food and drinks at the station were ridiculously high. I felt like they were taking advantage of passengers.,Price,0
The train was uncomfortable and the journey was unpleasant. I was hoping for a better experience.,Satisfactions,8
I didn't feel safe at the station. There were a lot of people hanging around and it felt a bit sketchy.,Safety,10
The station was very dirty. The floors were sticky and there was trash everywhere.,Cleanliness,2
I tried to ask the staff for help but they just ignored me. It was very frustrating.,Handling complaints,7
The station looked very run down and in need of renovation. It was clear that maintenance was neglected.,Maintenance,6
The prices for food and drinks at the station were ridiculously high. I felt like they were taking advantage of passengers.,Price,0
The train was uncomfortable and the journey was unpleasant. I was hoping for a better experience.,Satisfactions,8
I didn't feel safe at the station. There were a lot of people hanging around and it felt a bit sketchy.,Safety,10
The station was very dirty. The floors were sticky and there was trash everywhere.,Cleanliness,2
I tried to ask the staff for help but they just ignored me. It was very frustrating.,Handling complaints,7
The station looked very run down and in need of renovation. It was clear that maintenance was neglected.,Maintenance,6
The prices for food and drinks at the station were ridiculously high. I felt like they were taking advantage of passengers.,Price,0
The train was uncomfortable and the journey was unpleasant. I was hoping for a better experience.,Satisfactions,8
I didn't feel safe at the station. There were a lot of people hanging around and it felt a bit sketchy.,Safety,10
"I was supposed to catch the train at 8:30 am, but it arrived at 9:00 am. This happened twice during my trip. I was late for my meeting both times.",Punctuality,3
The platforms were covered in litter and looked generally unkempt. It was quite unpleasant to wait there.,Cleanliness,2
"I found the fares to be quite expensive, especially compared to other train services in the region.",Price,0
"It was very crowded on the train, and I had to stand for most of the journey. It was quite uncomfortable.",Satisfactions,8
"The train was extremely noisy, making it difficult to relax or even sleep.",Satisfactions,8
"The station is very confusing to navigate, especially for first-time visitors. It's easy to get lost.",User-friendly payment system,9
The staff were not friendly or helpful. They seemed uninterested in assisting passengers.,Satisfactions,8
The restrooms were filthy and smelled bad. It was very unpleasant to use them.,Cleanliness,2
It was difficult to find information about train schedules and routes. There were not enough signs or announcements.,Data availability,1
I felt unsafe at the station due to the lack of security and the presence of suspicious individuals.,Safety,10
"It was extremely hot on the train, and there was no air conditioning. It was unbearable.",Satisfactions,8
I had to wait for a long time for the train to arrive. It was very frustrating.,Punctuality,3
Some passengers were very loud and disruptive. It was difficult to relax or have a peaceful journey.,Satisfactions,8
The seats on the train were dirty and stained. It was not a pleasant experience.,Cleanliness,2
I found it difficult to buy tickets at the station. The ticketing machines were confusing and there was no clear assistance.,User-friendly payment system,9
"The seats were very uncomfortable, and I had a sore back after my journey.",Satisfactions,8
There were very few food options available at the station. It was not a good place to grab a bite to eat.,Satisfactions,8
"The station facilities, such as the toilets and waiting areas, were poorly maintained and looked rundown.",Maintenance,6
"There was no wifi available at the station, making it impossible to work or stay connected during my wait.",Data availability,1
The staff were not helpful at all. They ignored my questions and seemed disinterested in assisting me.,Satisfactions,8
"As a deaf traveler, I found it very challenging to get information or assistance at the station. There was no sign language interpretation available.",Data availability,1
"The station was poorly lit, making it difficult to see and feel safe at night.",Safety,10
The platform was so crowded that it was difficult to get on and off the train safely. It was very stressful.,Safety,10
"My train was delayed for over an hour, causing me to miss my connecting flight.",Punctuality,3
The station was very disorganized and chaotic. It was difficult to find my way around.,User-friendly payment system,9
